Procedimiento:,Motivo del llamado:,Tipo:,Área:,Subárea:,Estado:,Tiempo de respuesta:,Campo descripción:,Importante
ESCALAMIENTOS BACK INTERNO,Falla de One Touch (OT),NA,NA,NA,NA,NA,PDV: <br>Canal: <br>Rut: <br>Serie: <br>Solicitud ID: <br>Falla: <br>Transacción: <br>Problema: <br>Número Afectado: <br>Número de contacto: <br>Evidencia/Captura pantalla: <br><br>,"Se escala a través del formulario y deberás adjuntar captura de pantalla con el error<br><br><a href=""https://forms.gle/8NCDu5X6QoN2NXvJ9"" target=""_blank"" rel=""noopener noreferrer"" style=""text-decoration: underline; color: blue;""> Ingrésalo Aquí</a>"
ESCALAMIENTOS BACK INTERNO,"NO se visualiza el número (Móvil) en OT, pero SÍ figura en Siebel",NA,NA,NA,NA,NA,Nombre: <br>RUT: <br>Número afectado: ,"Se escala a través del formulario<br><br><a href=""https://forms.gle/8NCDu5X6QoN2NXvJ9"" target=""_blank"" rel=""noopener noreferrer"" style=""text-decoration: underline; color: blue;""> Ingrésalo Aquí</a>"
eSIM,Activación y Portabilidad: El cliente no recibe el código QR para la activación,NA,NA,NA,NA,NA,NA,"<strong><span style=""color:#005CFF;"">🔔 El cliente no recibe el código QR para la activación</span></strong><br><br><strong><span style=""color:#10069F;"">Caso 1: Problema con la orden (No aplica para Outbound)</span></strong><br>Debes verificar si el cliente tiene una orden activa según la fecha y hora de la solicitud. Busca en OneTouch bajo Tipo: Activación de línea o Portabilidad. Si la orden existe, revisa su estado. Si está en “progreso” o “error”, debes escalar según el procedimiento <em>Escalamiento – Casuísticas en órdenes y/o sistemas</em>. Si la orden no existe, genera una nueva solicitud. Si necesitas ticket: Tipo: Problema / Área: Escalamiento a sistema / Subárea: Dificultades con órdenes.<br><br><strong><span style=""color:#10069F;"">Caso 2: Orden de portabilidad en curso</span></strong><br>Indica al cliente que la portabilidad se procesa de madrugada. Durante ese proceso, su señal móvil se desactiva y debe estar conectado a WiFi para recibir el correo con el QR.<br><br><strong><span style=""color:#10069F;"">Caso 3: Correo mal ingresado</span></strong><br>Primero valida si la orden está cerrada. Si no está cerrada, aplica caso 1 o 2. Para activaciones en Online Digital o App Vende: validar correo registrado en la actividad de Siebel (eSIM: Registro correo). Si no coincide, realizar cambio en Tienda (cliente nuevo) o en App Entel (segunda línea). Para ventas desde OT/Tiendas/Call: validar correo de contacto principal; si no coincide, repetir proceso de eSIM en Tienda (cliente nuevo) o App (segunda línea).<br><br><strong><span style=""color:#10069F;"">Caso 4: QR en carpeta Spam</span></strong><br>Indícale revisar “Spam” o “Correo no deseado”. El remitente es atencionclientes@entel.cl.<br><br><strong><span style=""color:#10069F;"">Caso 5: El correo llega al contacto principal</span></strong><br>Explícale que puede reenviar el correo al dispositivo donde activará la eSIM. Para escanear el código QR debe verlo desde otra pantalla (PC, tablet u otro móvil).<br><strong><span style=""color:#005CFF;"">📎 Procedimiento oficial:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/productos-y-servicios/cr-resuelve-tus-atenciones-de-esim-con-estas-casuisticas"" target=""_blank"" style=""color:#10069F; font-weight:bold;"">➖ [CR] Resuelve tus atenciones de eSIM con estas casuísticas</a>"
eSIM,Activación y Portabilidad: El cliente no puede activar la eSIM,NA,NA,NA,NA,NA,NA,"<strong><span style=""color:#005CFF;"">🔔 El cliente no puede activar la eSIM</span></strong><br><br><strong><span style=""color:#10069F;"">Caso 1: Cliente no sabe cómo activar</span></strong><br>Acompáñalo por completo en el proceso. Indícale que en el centro de ayuda puede ver el paso a paso para configurar su eSIM.<br><br><strong><span style=""color:#10069F;"">Caso 2: Teléfono no compatible</span></strong><br>Pídele marcar *#06#. Si no aparece EID, no es compatible. Derivar a tienda para SIM física. Si solicitó eSIM en un equipo no compatible, también debe ir a tienda.<br><br><strong><span style=""color:#10069F;"">Caso 3: Botones del correo no funcionan</span></strong><br>Validar que presione el botón correcto (Android o iOS). Confirmar que el equipo tenga el software actualizado. Si persiste, recomendar instalación con código QR.<br><br><strong><span style=""color:#10069F;"">Caso 4: No puede escanear el código QR</span></strong><br>El QR debe escanearse desde el dispositivo donde se activará la eSIM. Sugerir abrir el correo en otro dispositivo o imprimir el QR. Entregar pasos de configuración iOS/Android.<br><br><strong><span style=""color:#10069F;"">Caso 5: Cliente no tiene WiFi</span></strong><br>Debe contar con conexión a Internet (WiFi o compartir datos). Si no tiene cómo conectarse, debe ir a Tienda Entel.<br><strong><span style=""color:#005CFF;"">📎 Procedimiento oficial:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/productos-y-servicios/cr-resuelve-tus-atenciones-de-esim-con-estas-casuisticas"" target=""_blank"" style=""color:#10069F; font-weight:bold;"">➖ [CR] Resuelve tus atenciones de eSIM con estas casuísticas</a>"
eSIM,"Activación y Portabilidad: El cliente activa eSIM, pero no tiene servicio",NA,NA,NA,NA,NA,NA,"<strong><span style=""color:#005CFF;"">🔔 El cliente activa eSIM, pero no tiene servicio</span></strong><br><br><strong><span style=""color:#10069F;"">Caso 1: Orden con error / en progreso</span></strong><br>Revisa el estado de la orden. Si está en progreso o error, aplica procedimiento <em>Escalamiento – Casuísticas en órdenes y/o sistemas</em>.<br><br><strong><span style=""color:#10069F;"">Caso 2: eSIM mal configurada</span></strong><br>► Validar compatibilidad marcando *#06#. Si no tiene EID → no compatible → debe solicitar SIM física en Tienda.<br>► Para iOS: datos encendidos, “Activar esta línea” habilitado, debe verse “Eliminar eSIM” como indicador de que está instalada.<br>► Para Android: debe estar activa la opción eSIM en conexiones.<br>Si debes crear ticket: Tipo: Problema / Área: Escalamiento a sistema / Subárea: Dificultades con órdenes.<br><br><strong><span style=""color:#10069F;"">Caso 3: Orden mal provisionada</span></strong><br>Si la eSIM está bien configurada pero no funciona, seguir flujo de Portabilidad.<br><strong><span style=""color:#005CFF;"">📎 Procedimiento oficial:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/productos-y-servicios/cr-resuelve-tus-atenciones-de-esim-con-estas-casuisticas"" target=""_blank"" style=""color:#10069F; font-weight:bold;"">➖ [CR] Resuelve tus atenciones de eSIM con estas casuísticas</a>"
eSIM,Activación y Portabilidad: Cliente activa eSIM en teléfono equivocado,NA,NA,NA,NA,NA,NA,"<strong><span style=""color:#005CFF;"">🔔 Cliente activa eSIM en teléfono equivocado</span></strong><br><br>El titular puede ingresar a la App Entel y solicitar una nueva eSIM para activarla en el equipo correcto. Si no puede acceder a la App, debe asistir a una Tienda Entel.<br><strong><span style=""color:#005CFF;"">📎 Procedimiento oficial:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/productos-y-servicios/cr-resuelve-tus-atenciones-de-esim-con-estas-casuisticas"" target=""_blank"" style=""color:#10069F; font-weight:bold;"">➖ [CR] Resuelve tus atenciones de eSIM con estas casuísticas</a>"
eSIM,Activación y Portabilidad: Cliente no puede acceder al correo donde solicitó recibir eSIM,NA,NA,NA,NA,NA,NA,"<strong><span style=""color:#005CFF;"">🔔 Cliente no puede acceder al correo donde solicitó recibir eSIM</span></strong><br><br>El titular puede generar una nueva solicitud desde la App Entel enviando la eSIM a un correo al cual sí tenga acceso. Si no puede acceder a la App, debe acudir a una tienda Entel.<br><strong><span style=""color:#005CFF;"">📎 Procedimiento oficial:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/productos-y-servicios/cr-resuelve-tus-atenciones-de-esim-con-estas-casuisticas"" target=""_blank"" style=""color:#10069F; font-weight:bold;"">➖ [CR] Resuelve tus atenciones de eSIM con estas casuísticas</a>"
eSIM,Cambio de eSIM App: El cliente no recibe correo con código QR,NA,NA,NA,NA,NA,NA,"<strong><span style=""color:#005CFF;"">🔔 El cliente no recibe correo con código QR (Cambio de eSIM App)</span></strong><br><br><strong><span style=""color:#10069F;"">Caso 1: Correo mal ingresado</span></strong><br>Pregunta al cliente qué correo ingresó en la App. Valida en la Actividad de Siebel (eSIM: Registro correo) si coincide con el registrado. Si no coincide, debe realizar una nueva solicitud desde la App Entel. Si no puede acceder, debe ir a Tienda.<br><br><strong><span style=""color:#10069F;"">Caso 2: Correo llega a Spam</span></strong><br>Indica revisar “Spam” o “Correo no deseado”. Informar que el remitente es atencionclientes@entel.cl.<br><br><strong><span style=""color:#10069F;"">Caso 3: Problemas con la orden</span></strong><br>Verifica si existe orden de “Cambio de Simcard” en OneTouch (Tipo: Orden / Motivo: Cambio de Simcard). Si está en progreso o error, aplicar <em>Escalamiento – Casuísticas en órdenes y/o sistemas</em>. Si no existe orden, pedir al cliente que genere nuevamente la solicitud desde la App.<br><strong><span style=""color:#005CFF;"">📎 Procedimiento oficial:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/productos-y-servicios/cr-resuelve-tus-atenciones-de-esim-con-estas-casuisticas"" target=""_blank"" style=""color:#10069F; font-weight:bold;"">➖ [CR] Resuelve tus atenciones de eSIM con estas casuísticas</a>"
eSIM,Cambio de eSIM App: Cliente no puede activar eSIM,NA,NA,NA,NA,NA,NA,"<strong><span style=""color:#005CFF;"">🔔 Cliente no puede activar eSIM (Cambio de eSIM App)</span></strong><br><br><strong><span style=""color:#10069F;"">Caso 1: Cliente no sabe activar la eSIM</span></strong><br>Guía al cliente paso a paso según su sistema operativo. Puede revisar el centro de ayuda para el instructivo completo.<br><br><strong><span style=""color:#10069F;"">Caso 2: Equipo no compatible</span></strong><br>Pídele marcar *#06#. Si no aparece EID, no es compatible. Debe ir a tienda por SIM física. Validar compatibilidad en Centro de Ayuda.<br><br><strong><span style=""color:#10069F;"">Caso 3: Botones del correo no funcionan</span></strong><br>Confirmar que presione el botón correcto (Android / iOS). Validar software actualizado. Si persiste, indicar instalación por QR.<br><br><strong><span style=""color:#10069F;"">Caso 4: No puede escanear QR</span></strong><br>Debe escanearse desde el mismo teléfono donde activará la eSIM. Recomendar abrir correo desde otra pantalla o imprimir el QR. Incluye pasos iOS/Android.<br><br><strong><span style=""color:#10069F;"">Caso 5: Cliente no tiene WiFi</span></strong><br>Sin conexión no puede activar la eSIM. Solicitar que comparta internet o acudir a Tienda.<br><br><strong><span style=""color:#10069F;"">Caso 6: QR ya fue usado</span></strong><br>El código QR solo funciona una vez. Debe generar una nueva solicitud desde la App Entel.<br><br><strong><span style=""color:#10069F;"">Caso 7: Botón “Configura tu eSIM” no funciona</span></strong><br>Si NO recibió correo → validar estado de la orden. Si está cerrada, aplicar casos de “No recibe QR”; si está en error/progreso, escalar. Si SÍ recibió correo → debe escanear el código QR adjunto desde el dispositivo donde activará la eSIM.<br><strong><span style=""color:#005CFF;"">📎 Procedimiento oficial:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/productos-y-servicios/cr-resuelve-tus-atenciones-de-esim-con-estas-casuisticas"" target=""_blank"" style=""color:#10069F; font-weight:bold;"">➖ [CR] Resuelve tus atenciones de eSIM con estas casuísticas</a>"
eSIM,"Cambio de eSIM App: Cliente activa eSIM, pero no tiene servicio",NA,NA,NA,NA,NA,NA,"<strong><span style=""color:#005CFF;"">🔔 Cliente activa eSIM, pero no tiene servicio (Cambio de eSIM App)</span></strong><br><br><strong><span style=""color:#10069F;"">Caso 1: Orden con error/en proceso</span></strong><br>Revisar orden en OneTouch (Tipo: Orden / Motivo: Cambio de Simcard). Si está en progreso o error, seguir <em>Escalamiento – Casuísticas en órdenes y/o sistemas</em>.<br><br><strong><span style=""color:#10069F;"">Caso 2: eSIM mal configurada</span></strong><br>Validar compatibilidad marcando *#06#: si no tiene EID, debe ir a tienda a pedir SIM física. Si es compatible, revisar configuración según sistema operativo.<br><strong><span style=""color:#005CFF;"">📎 Procedimiento oficial:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/productos-y-servicios/cr-resuelve-tus-atenciones-de-esim-con-estas-casuisticas"" target=""_blank"" style=""color:#10069F; font-weight:bold;"">➖ [CR] Resuelve tus atenciones de eSIM con estas casuísticas</a>"
eSIM,Cambio de eSIM App: Cliente indica que tiene la línea bloqueada y desea activar una nueva eSIM,NA,NA,NA,NA,NA,NA,"<strong><span style=""color:#005CFF;"">🔔 Cliente tiene la línea bloqueada y desea activar nueva eSIM</span></strong><br><br><strong><span style=""color:#10069F;"">Bloqueo por extravío</span></strong><br>El cliente debe llamar al call center y entregar los 4 dígitos del bloqueo para desbloquear la línea. Luego puede solicitar nueva eSIM desde la App. Si no tiene los 4 dígitos → debe ir a tienda para desbloquear y solicitar la nueva eSIM.<br><br><strong><span style=""color:#10069F;"">Bloqueo por robo/hurto</span></strong><br>Debe acudir a Tienda Entel para activar la línea y solicitar la nueva eSIM en el mismo lugar.<br><strong><span style=""color:#005CFF;"">📎 Procedimiento oficial:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/productos-y-servicios/cr-resuelve-tus-atenciones-de-esim-con-estas-casuisticas"" target=""_blank"" style=""color:#10069F; font-weight:bold;"">➖ [CR] Resuelve tus atenciones de eSIM con estas casuísticas</a>"
eSIM,Cambio de eSIM App: Cliente tiene código QR que ya está activo y quiere volver a usarlo en otro teléfono,NA,NA,NA,NA,NA,NA,"<strong><span style=""color:#005CFF;"">🔔 Cliente quiere volver a usar un código QR ya activo</span></strong><br><br>El código QR solo puede usarse una vez. Si el cliente ya activó la eSIM, ese QR queda inutilizado. Debe generar una nueva solicitud desde la App para obtener un nuevo código. Indicar que el QR tiene vigencia de 30 días si no se activa.<br><strong><span style=""color:#005CFF;"">📎 Procedimiento oficial:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/productos-y-servicios/cr-resuelve-tus-atenciones-de-esim-con-estas-casuisticas"" target=""_blank"" style=""color:#10069F; font-weight:bold;"">➖ [CR] Resuelve tus atenciones de eSIM con estas casuísticas</a>"
eSIM,"Cambio de eSIM App: Cliente quiere habilitar eSIM, pero no tiene funcionalidad habilitada en la App",NA,NA,NA,NA,NA,NA,"<strong><span style=""color:#005CFF;"">🔔 Cliente quiere habilitar eSIM pero no tiene la función disponible en la App</span></strong><br><br>Validar si la persona que realiza la solicitud es el titular. Si NO es titular, indicar que esta funcionalidad solo está disponible para titulares porque requiere validación biométrica facial.<br><strong><span style=""color:#005CFF;"">📎 Procedimiento oficial:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/productos-y-servicios/cr-resuelve-tus-atenciones-de-esim-con-estas-casuisticas"" target=""_blank"" style=""color:#10069F; font-weight:bold;"">➖ [CR] Resuelve tus atenciones de eSIM con estas casuísticas</a>"
